tsne_1,tsne_2,row_id,Cover_Type
20.870358,-33.479618,512802,1
66.92978,27.763922,17409,2
22.229183,43.439022,547703,2
13.810737,40.34407,532034,7
31.549269,-38.44412,491723,1
41.7978,48.13189,198821,2
-62.51373,2.191759,6030,4
-56.76059,-19.285536,249346,4
1.9845959,-22.909058,234868,6
-78.06186,-1.7876582,264568,4
-6.3385167,-18.387568,338050,2
-8.603542,-57.801884,310762,6
-13.640705,40.175648,405580,3
-27.288054,-1.807378,373901,6
25.900295,48.379868,285554,7
25.62747,67.87942,259200,2
-13.858942,37.755623,409021,3
28.730927,2.131846,350203,2
50.144176,19.126093,194430,1
9.07057,-72.31465,260584,3
-55.05379,21.323206,266355,3
64.64627,8.719308,91087,2
-79.34584,1.2174143,3166,4
28.301643,-32.159233,349199,2
4.6563935,-57.78817,262203,3
4.0354266,41.46535,7991,7
-31.848139,17.736132,571402,2
13.622448,-34.67329,221742,6
-22.058525,-13.4927435,361579,3
-26.640543,-59.881992,4698,4
-29.78685,-0.0957836,372760,3
39.420578,45.74682,424211,1
2.323509,33.253777,7384,7
-70.5997,-27.009785,12968,4
64.57275,-10.900906,210096,1
-18.313745,-38.64121,258501,3
-47.832882,-0.4983044,4394,4
30.489754,-30.944569,364218,1
-74.41842,-13.10686,4648,4
0.7166105,12.197598,280511,2
0.3057004,-72.409904,280678,3
20.588898,-45.71864,413916,6
-15.361074,-35.47843,3658,4
43.012306,21.109081,228712,7
31.527367,-14.4296055,7745,7
-1.269559,46.75011,505737,7
-60.90351,23.825726,284648,3
45.92489,-2.351944,475490,7
-25.409275,23.475351,419670,6
-49.059208,-20.930033,282495,3
32.253323,-6.456954,9090,7
8.2051735,18.822346,456079,7
73.444405,31.406364,27319,2
8.312574,23.773378,455038,1
34.92302,31.705294,459760,7
50.206573,38.586086,316809,1
75.73222,35.961964,16887,5
29.030024,-38.54458,249141,2
53.525482,33.62064,198706,1
21.14029,-22.985205,415483,1
-6.5655866,-60.694645,298597,6
18.800018,-22.494131,242227,5
-3.9983685,-8.218116,400864,3
-10.234725,37.940525,406238,5
-40.511883,27.85728,504,2
-14.512623,9.731761,388311,5
27.11235,-23.794483,545634,1
54.909748,21.105305,151494,1
49.259117,26.745083,174534,2
-11.58735,23.114813,381683,2
1.266153,17.83873,316430,1
34.137947,1.2704744,482652,7
50.496323,14.952577,207729,1
-23.811413,-6.846436,356768,6
42.73517,52.37648,162838,2
20.710037,-48.834843,372784,6
32.719685,-14.997647,361266,7
41.9538,33.7101,215867,7
4.4314976,-17.735584,230424,2
25.232517,-48.50958,2102,6
-18.1129,30.24593,510309,5
-52.63036,-29.201761,12986,4
14.352596,33.170048,521552,7
-59.865025,22.480661,279699,6
44.51934,20.853872,215826,7
-3.8264728,17.788511,372714,6
-12.117128,20.472237,536843,1
-74.03576,-12.163804,4487,4
-18.867502,10.559148,325358,5
-11.246195,-8.074294,377087,3
70.93717,31.0354,71123,2
-67.40061,-5.7938447,265449,4
-40.186127,-45.124992,3903,4
-24.56479,-30.879984,321997,3
71.70016,25.489058,84377,2
-15.509657,-59.847683,284224,6
50.81242,12.253215,209389,1
-6.261018,44.843887,488855,7
13.683563,5.0250187,403930,1
-18.975529,-12.89379,579163,3
0.26959515,-32.17035,567677,6
9.105337,-36.289333,426845,5
-41.148956,-10.373258,285177,3
-41.551678,-30.522137,302783,6
-3.275005,46.011116,492103,7
30.895182,28.83498,550457,1
-29.918522,1.7239379,374490,3
26.095325,-29.587986,9968,7
-67.28251,-15.891401,4550,4
46.1503,-25.147182,14818,7
-55.96365,-25.632965,284836,6
13.670568,-44.872692,363935,6
18.272486,34.922916,539797,7
32.56171,-10.148747,436941,7
-74.93653,-16.467505,4736,4
33.84456,1.0884306,482972,7
-68.2587,-7.067643,3510,4
-39.316177,-46.2504,6116,4
27.718868,-3.7748265,439426,1
32.844547,-40.7069,228546,6
44.375526,-31.4658,524274,1
-24.59621,-56.187767,292099,4
-79.736984,-13.900814,5102,4
-67.68841,-26.912655,3845,4
17.811613,0.6556448,410368,5
2.0595214,-68.14067,281405,6
2.852783,-58.302746,5604,6
38.287334,40.11965,229217,7
24.465408,-14.293094,383348,2
27.659605,17.100174,446664,1
-77.15803,-3.621624,262210,4
79.00111,35.9071,16855,5
15.850036,25.130661,470885,7
-74.74827,6.370146,269249,3
3.3209636,30.92797,349720,7
-75.60775,-20.07568,13065,4
50.390957,24.805302,171100,2
66.83358,-7.762312,210565,1
-8.536724,19.893,429652,1
-10.081361,37.750584,406235,5
16.139376,47.732708,510967,1
44.59974,22.361551,340900,7
75.60012,36.573658,45,5
-23.262445,-63.84574,263745,6
-15.088686,20.749788,515116,1
-33.042747,29.886425,365607,6
-58.926037,22.74525,244970,6
40.83379,50.105053,359872,1
-36.819466,-46.20108,4685,4
-69.9823,-22.823069,6115,4
35.843323,57.042297,371179,1
-1.0832428,-75.00139,285448,6
-10.775727,-65.968796,249333,3
28.38731,7.7998953,2769,7
42.15592,-25.092646,516797,1
-3.7380526,36.675022,315797,7
36.158703,24.202936,555754,2
22.030815,-29.657488,249031,5
-41.163574,-10.347191,13058,3
20.884895,-49.084614,368927,6
14.880281,68.113106,227400,5
18.091486,-46.989418,579785,6
26.634712,-1.9289843,8605,5
44.544632,44.817795,128003,2
30.884424,-14.277764,356434,7
5.275856,49.015026,451415,7
-1.561315,2.035682,402809,5
-68.7613,-16.698362,4244,4
-2.9909067,0.7296401,555628,2
-13.722709,-57.28456,271621,4
59.15302,-3.2436333,181769,2
6.550209,-67.12472,3038,3
-19.735897,33.076313,10192,5
-8.995136,-70.23185,12588,4
27.83115,-21.677032,376371,5
1.1870046,38.070705,503004,7
21.456333,-17.819532,241331,2
61.770813,31.363363,284302,7
59.00266,23.799885,41635,1
-55.073227,-24.924074,13187,4
45.500866,54.06868,341007,1
7.171625,24.638952,450544,1
-8.112124,19.54924,413663,1
4.4534616,-6.2566924,456382,1
-29.819908,-8.574904,580973,3
21.81504,7.3398786,387436,7
2.226548,12.7922535,3227,5
-14.323234,47.287804,266124,5
-17.641588,-2.173876,395421,6
-24.175312,-57.23527,3884,4
50.41716,22.129444,194839,1
55.102016,19.805012,199225,1
5.4662275,1.0115923,308571,2
69.65174,28.918764,39497,2
73.67013,31.494942,23497,2
-75.237175,-5.161251,284211,3
-52.85487,-29.8308,4605,4
-21.564672,43.491783,273096,5
18.680435,-24.525003,273629,5
-20.204414,-41.81859,292578,6
23.99935,-48.235947,232885,6
3.6254992,-73.00336,250522,3
11.001092,-41.708973,317253,2
34.881607,2.0364385,484282,7
-23.764112,-13.876264,382444,3
36.35989,-13.876,380747,7
-73.24972,-22.52135,5219,4
19.591068,-22.795696,512058,1
-3.7046428,-29.940851,577761,6
51.373127,50.200157,73556,2
-35.65635,26.092215,578546,3
9.300025,25.53594,417137,2
-73.63028,-18.763222,4651,4
-37.18077,-17.851887,251854,3
-24.653183,-30.717897,322681,3
3.3853877,39.636734,389318,7
55.246254,34.449913,266843,7
56.66297,33.06834,180391,1
-25.116116,-7.5657444,574584,6
-69.255066,-14.587113,4152,4
52.571926,54.13192,134276,2
-16.733915,-19.777493,574822,3
-59.2129,16.205591,286570,6
31.391687,-20.608315,364339,2
-67.05934,-5.7636266,12549,4
51.36761,-7.348,121557,1
64.551,34.98448,42313,2
-24.719864,-10.759857,359221,6
-80.75611,-4.917399,12684,4
14.772619,50.130802,366246,7
61.749073,16.742188,29386,2
-52.263554,5.2171545,246558,6
-78.76103,0.47249815,258448,4
3.1781943,9.68869,405294,1
-1.601885,52.04277,498614,2
73.23261,25.70804,68130,1
-4.1620445,-29.232824,10885,3
71.35511,26.78845,46532,2
36.248405,58.543583,389144,1
-5.3405337,-59.215054,277816,3
-26.975794,-60.71563,3075,4
32.829494,47.608776,461284,1
12.530011,38.46825,510443,1
67.2464,21.251932,51928,1
-73.95053,-15.499936,4598,4
23.923077,-49.80788,222905,6
69.12648,24.80817,46566,2
-15.674264,-48.054714,299300,6
23.092817,-20.581743,387945,2
5.823753,61.54526,1715,5
-24.665237,-7.4141464,357385,6
43.12421,33.59073,214346,7
76.233826,25.683416,38,5
-5.6973534,48.577934,412625,5
-32.52701,30.563889,372723,6
-9.697028,-0.032890115,359170,6
-1.9989877,-3.8135393,553692,2
71.47045,31.790266,41530,2
7.2398195,73.17196,11828,5
-7.993587,-5.8639746,403569,5
10.862473,-7.416851,9831,7
-24.66671,-56.119553,5015,4
-50.92581,-34.58998,6336,4
24.843065,-16.812187,220101,2
-57.973442,13.184103,302230,6
-11.600607,27.103443,274179,5
17.026157,-13.429275,477851,2
-73.2351,-19.294878,4601,4
-3.2837417,36.763664,322364,7
10.001212,25.773277,418973,2
-26.725105,22.170755,7171,5
51.009525,12.857714,215150,1
11.928836,-45.11244,368384,6
11.926223,76.08045,204457,5
16.01965,70.14679,12073,5
33.75229,40.722137,295628,1
-18.295752,30.697685,512742,5
-48.649437,15.215638,273798,3
-28.875458,16.416271,577840,6
-22.21932,-58.44671,292632,6
-31.648052,-48.122906,3237,4
64.626884,-19.660854,295147,1
65.36686,2.3083606,160502,1
32.833992,47.12172,181424,2
-26.698252,-60.108067,274388,4
-29.46973,26.414656,419671,6
-48.55789,9.067926,283074,6
43.143806,49.4607,222298,1
5.4418354,-60.306026,256177,3
-14.8589735,-44.518894,223915,3
-16.409172,45.178303,553139,2
56.33701,-18.802929,173747,1
-14.82271,-64.35952,253597,2
-7.0946393,-25.363243,570189,3
-51.316353,-2.3979692,4140,4
0.48383772,41.43911,389964,7
68.11271,32.76206,63019,2
-47.24069,-27.42759,4906,4
-62.77707,0.75706196,258466,3
-74.2582,-17.372267,4649,4
14.934952,-26.933708,239439,5
-48.806522,15.192593,273791,3
-10.894849,-60.32094,298512,6
52.06377,0.34114873,280882,7
20.840864,-46.84137,230552,6
25.053268,-12.7473545,399125,7
-19.485476,-33.246674,12764,4
72.69201,27.180555,40301,2
13.653518,69.89516,216518,5
-59.778423,-8.569769,258517,3
57.643307,-11.957488,286096,1
60.775135,-18.081705,274617,1
-51.699043,12.082842,289147,3
-40.675205,-19.282755,279607,3
-7.186858,-63.30701,273891,6
59.414352,-3.9440172,157473,1
-22.862598,44.015106,250448,6
63.496387,10.579567,35054,1
34.28302,-29.50716,452966,1
-30.447855,-56.324715,246054,4
15.86698,-22.041468,450373,1
23.393517,68.37404,246764,5
8.056911,-66.095085,255501,3
47.29036,40.802723,623,5
-27.47253,21.706877,576727,6
15.863283,64.66338,234181,5
65.20551,0.4470384,113143,2
-32.577946,19.522621,571554,2
-57.985466,16.150478,235928,4
51.716183,-8.127842,256875,1
56.466915,-0.028915033,99993,1
54.226246,44.579792,87415,2
-51.736088,-13.003655,284229,6
67.310715,25.69724,74335,1
0.6528233,11.711906,5464,5
-2.414741,-56.218346,279053,6
26.442749,-47.94999,223861,6
-4.2720103,-24.272552,571591,3
-30.942923,-52.530834,290637,6
2.4348567,9.671093,389164,5
29.007927,18.986761,449954,7
63.82923,23.348194,29027,2
26.561134,-18.911282,267078,2
18.405514,64.58146,242144,5
52.68975,54.573757,88051,2
-75.78301,-13.945087,278989,4
-17.671116,-45.56784,255476,3
-9.548432,-15.63144,356687,3
-9.797003,51.53159,487369,1
-32.931454,12.366239,239191,6
38.60184,57.323555,177145,5
18.035482,-10.648224,8917,1
67.88849,16.697962,78717,2
-21.107145,-65.674324,236896,6
5.866341,69.51886,183065,5
-31.639719,-44.864044,4632,4
30.914776,-7.992134,460058,7
62.388435,8.151005,161959,2
-3.7858489,-60.136543,298599,6
42.061188,45.014553,319496,1
-67.528305,-19.916553,3136,4
8.329814,18.955654,14390,7
-2.1738005,40.494038,321681,7
47.233223,17.596397,141577,2
9.27387,78.316475,212568,5
17.947226,7.968897,548464,2
35.135136,3.0662246,482658,7
7.7145123,77.280045,210497,5
-21.582436,-16.950817,573152,3
-2.4628997,-75.03039,268705,3
-67.1901,-22.824713,259562,4
43.138546,49.473984,220764,2
-57.739647,-15.303447,304781,6
30.398497,10.170825,464558,1
-54.24941,22.1683,253190,6
-4.0138955,-2.336236,420169,2
45.463444,16.73521,182402,1
-64.59565,-13.232512,3367,4
-68.09032,-27.869396,4103,4
33.627983,18.243814,466594,7
53.65094,52.6572,54569,2
35.07499,-0.047003515,480101,7
50.198944,38.595207,314289,1
19.99695,-33.50048,254000,5
0.5376745,44.832157,501343,7
-83.31984,-3.3897543,12337,4
-3.4759264,-24.122635,570881,3
-2.628567,-63.32762,286481,3
15.901672,-45.883137,11031,6
12.184699,29.894596,383388,7
-41.53702,-21.181734,282484,3
-4.0092654,-71.04191,285976,6
5.7738304,23.149796,427791,2
10.845028,-36.8621,8858,5
-67.01761,-8.403431,4143,4
-17.802979,-67.94248,4590,4
-71.79852,-7.6090755,4728,4
-50.02805,-31.063068,13432,4
17.319695,-40.282253,421403,6
25.257658,-49.601955,1888,6
0.02758843,15.359186,313367,1
66.34679,13.095054,20267,2
20.72465,69.20207,12134,5
-3.5763903,-74.582146,279651,6
33.984043,52.195717,449241,1
-60.288086,12.912892,12600,4
42.575703,-24.731731,512883,1
26.025576,68.15675,96859,2
-63.542698,16.284708,314878,3
-26.659916,4.257423,329599,3
-48.171387,-2.5268843,283575,4
-14.33177,18.89095,455108,1
6.7380395,66.52649,1279,5
30.731478,-31.009876,355882,1
-59.53937,13.377908,305183,6
22.499056,9.006465,383479,7
2.06238,-59.89444,257344,3
-8.998113,-0.16036794,560153,6
-8.12869,-0.9320238,371612,6
8.058271,-18.31066,267545,5
47.609795,40.826706,101278,5
8.202572,73.04621,199408,5
-73.51504,-7.755831,275496,4
-13.527045,-73.91515,247673,3
6.0218277,75.23397,1459,5
66.7749,-10.862035,333315,7
16.782604,12.558679,384822,7
-52.1261,4.9337707,248177,6
71.264885,25.042099,78010,1
20.608335,-12.799187,246309,2
12.538424,17.831669,461149,7
-20.962706,-5.4936113,574123,3
18.914398,64.63335,240288,5
35.768036,31.779922,460253,7
59.544926,35.17527,272841,7
18.364326,66.54829,71238,2
-80.14421,1.5517894,3003,4
29.47036,3.1580176,221563,2
15.09074,68.537025,229809,5
-23.55942,31.22283,504955,1
-44.004074,-15.417554,248319,6
-38.121624,-46.350452,3791,4
66.869286,8.087479,71658,2
-10.489657,-60.399464,4795,6
67.09672,-7.6626477,205058,1
-23.752932,46.028206,530216,1
8.183058,-36.63049,219541,5
-8.037267,-7.9721627,415921,3
-24.325138,5.273434,345271,5
-32.269886,26.594807,349884,2
61.760418,15.780911,25572,2
9.470707,38.320618,500574,1
28.218725,15.928635,446226,1
8.766758,-35.88756,431591,2
52.341816,43.802227,135741,1
15.510713,-14.432949,409970,1
-52.142597,-36.072456,4850,4
64.79225,24.964268,50232,2
50.622135,32.965477,320717,1
7.196213,73.75014,197984,5
-39.256527,-46.005627,13116,4
54.257015,25.577423,139012,5
-8.5768175,3.7259676,406996,6
-2.5901997,13.925608,304469,1
-31.396093,-56.65978,3869,4
70.88051,23.864199,56976,1
-14.65562,9.446798,386345,5
45.37961,20.382057,194085,1
-46.886528,-14.710812,303772,3
7.077752,-33.97258,382419,5
25.296993,-3.0378835,409686,5
-62.421734,1.7965951,6369,4
