tsne_1,tsne_2,Cover_Type,Cover_Type_Name,MiniBatchKMeans_cluster,Ward_cluster
-6.002529,27.248428,2,Lodgepole Pine,1,1
6.6010213,-36.31456,1,Spruce/Fir,1,1
14.896698,3.2790456,2,Lodgepole Pine,1,0
-47.75384,-6.238184,2,Lodgepole Pine,1,1
20.564276,-41.915337,2,Lodgepole Pine,0,0
23.561663,-4.057095,2,Lodgepole Pine,0,0
40.981564,37.721115,2,Lodgepole Pine,0,0
12.924016,39.578117,2,Lodgepole Pine,1,1
-22.121536,-30.669573,2,Lodgepole Pine,1,1
-42.376034,34.076775,2,Lodgepole Pine,1,1
-36.212082,37.48083,2,Lodgepole Pine,1,1
43.185486,-40.87687,1,Spruce/Fir,0,0
44.969906,36.0357,2,Lodgepole Pine,0,0
41.65333,14.537525,1,Spruce/Fir,0,0
-20.442213,5.4992976,1,Spruce/Fir,1,1
62.05691,14.321189,2,Lodgepole Pine,0,0
-0.07115893,47.065926,2,Lodgepole Pine,1,1
-18.06732,-52.475582,1,Spruce/Fir,1,1
-35.32371,37.884167,1,Spruce/Fir,1,1
36.767918,48.121517,2,Lodgepole Pine,0,0
60.149452,-34.478527,2,Lodgepole Pine,0,0
-11.59779,-64.693794,1,Spruce/Fir,1,1
-25.668444,73.13549,3,Ponderosa Pine,1,1
63.047672,18.25426,1,Spruce/Fir,0,0
-15.037832,-67.69105,1,Spruce/Fir,1,1
-41.90277,-28.363148,2,Lodgepole Pine,1,1
-38.530655,-13.590708,1,Spruce/Fir,1,1
-35.050293,-33.15808,2,Lodgepole Pine,1,1
14.294303,55.87135,3,Ponderosa Pine,0,1
15.23979,9.076651,1,Spruce/Fir,0,0
-40.56096,6.170465,1,Spruce/Fir,1,0
-13.237229,59.133694,2,Lodgepole Pine,1,1
-44.16219,2.2405548,2,Lodgepole Pine,1,0
-31.924564,9.873553,2,Lodgepole Pine,1,0
-26.317682,76.20643,6,Douglas-fir,1,1
-8.912131,-12.37234,2,Lodgepole Pine,1,1
-31.737087,-75.40253,5,Aspen,1,1
-12.528959,53.122555,5,Aspen,1,1
-7.714748,-15.843622,1,Spruce/Fir,1,1
21.32935,-65.62214,1,Spruce/Fir,0,0
-23.465252,-39.564896,1,Spruce/Fir,1,1
35.769047,-36.08009,2,Lodgepole Pine,0,0
-19.174236,-3.3663418,7,Krummholz,1,1
-10.293739,14.308524,7,Krummholz,1,1
41.581673,-34.393375,2,Lodgepole Pine,0,0
25.716087,-50.777042,1,Spruce/Fir,0,0
-18.38482,29.407007,1,Spruce/Fir,1,1
-41.80391,-16.522001,2,Lodgepole Pine,1,1
-22.98436,49.210995,1,Spruce/Fir,1,1
-22.956493,36.38261,1,Spruce/Fir,1,1
-56.24812,-46.260227,2,Lodgepole Pine,1,1
-4.170153,33.611538,1,Spruce/Fir,1,1
-22.735004,-1.3293222,7,Krummholz,1,1
-40.937027,-17.78561,1,Spruce/Fir,1,1
18.229544,7.20248,2,Lodgepole Pine,0,0
52.827187,-3.931514,1,Spruce/Fir,0,0
42.481556,-3.208128,1,Spruce/Fir,0,0
57.72957,-25.921452,1,Spruce/Fir,0,0
-25.298153,76.35818,3,Ponderosa Pine,1,1
-19.612877,-44.960728,2,Lodgepole Pine,1,1
16.235321,-16.520124,1,Spruce/Fir,0,0
-4.374623,32.769947,2,Lodgepole Pine,1,1
-40.99582,-23.430037,2,Lodgepole Pine,1,1
-42.257656,-49.90549,1,Spruce/Fir,1,1
50.1179,-34.21981,2,Lodgepole Pine,0,0
63.66647,20.470257,2,Lodgepole Pine,0,0
-35.514423,25.189749,7,Krummholz,1,1
1.2617204,-22.026136,1,Spruce/Fir,1,1
5.1260614,9.653145,2,Lodgepole Pine,1,0
-54.669197,-43.931667,2,Lodgepole Pine,1,1
-44.914894,-50.543846,2,Lodgepole Pine,1,1
10.877691,-28.667994,1,Spruce/Fir,1,1
37.037815,-31.558775,1,Spruce/Fir,0,0
-37.734158,35.036095,1,Spruce/Fir,1,1
48.58139,7.508045,1,Spruce/Fir,0,0
-14.231124,0.11966086,2,Lodgepole Pine,1,1
-21.690351,-59.54624,1,Spruce/Fir,1,1
-3.688402,47.664253,2,Lodgepole Pine,1,1
-10.784089,-22.643585,2,Lodgepole Pine,1,1
-14.509864,12.228199,1,Spruce/Fir,1,0
-33.905834,39.255035,2,Lodgepole Pine,1,1
-53.81519,-25.566975,2,Lodgepole Pine,1,1
-14.7574835,3.161745,1,Spruce/Fir,1,1
24.723175,-4.285204,1,Spruce/Fir,0,0
-3.7499366,40.529606,1,Spruce/Fir,1,1
-30.831545,-22.459492,1,Spruce/Fir,1,1
13.421655,-14.129769,2,Lodgepole Pine,0,0
42.68241,10.352168,7,Krummholz,0,0
-43.41547,29.776487,2,Lodgepole Pine,1,1
38.855736,-38.04863,1,Spruce/Fir,0,0
-12.030845,-58.39442,1,Spruce/Fir,1,1
-33.196987,-26.3178,1,Spruce/Fir,1,1
43.03844,-44.274567,1,Spruce/Fir,0,0
26.812473,2.2912197,1,Spruce/Fir,0,0
49.07373,34.71373,1,Spruce/Fir,0,0
-4.7234044,-19.376678,1,Spruce/Fir,1,1
-9.482924,-74.80223,2,Lodgepole Pine,1,1
-35.523983,25.060566,7,Krummholz,1,1
-37.537544,-20.954712,1,Spruce/Fir,1,1
-36.74924,-27.367794,2,Lodgepole Pine,1,1
37.20971,-48.88645,1,Spruce/Fir,0,0
-19.151134,-5.5100565,1,Spruce/Fir,1,1
37.6079,-37.324677,2,Lodgepole Pine,0,0
-17.278547,44.425343,2,Lodgepole Pine,1,1
-53.242325,-41.70496,2,Lodgepole Pine,1,1
15.790756,20.929914,7,Krummholz,0,0
-33.52106,15.832282,1,Spruce/Fir,1,0
50.756313,16.365751,1,Spruce/Fir,0,0
20.62473,27.865524,1,Spruce/Fir,0,0
54.502357,29.009056,2,Lodgepole Pine,0,0
-21.626118,-29.298712,1,Spruce/Fir,1,1
55.169006,-9.2426195,1,Spruce/Fir,0,0
70.87802,37.634228,4,Cottonwood/Willow,0,0
33.251728,-17.792955,2,Lodgepole Pine,1,1
-33.69406,15.775492,1,Spruce/Fir,1,0
-3.191782,52.324062,1,Spruce/Fir,1,1
20.424112,-51.528034,1,Spruce/Fir,0,0
36.478046,-31.447624,1,Spruce/Fir,0,0
-9.523759,-45.38623,2,Lodgepole Pine,1,1
31.759512,-34.886578,2,Lodgepole Pine,0,0
-42.563076,-51.963184,2,Lodgepole Pine,1,1
15.56274,-16.241962,2,Lodgepole Pine,1,0
-56.099632,-9.174961,1,Spruce/Fir,1,1
12.567308,56.62483,3,Ponderosa Pine,1,1
-9.610528,-38.020332,1,Spruce/Fir,1,1
68.276825,46.556896,2,Lodgepole Pine,0,0
-17.825556,-69.140915,1,Spruce/Fir,1,1
-44.267616,-28.009672,2,Lodgepole Pine,1,1
37.74231,-4.7998023,1,Spruce/Fir,0,0
-16.424349,-42.0769,1,Spruce/Fir,1,1
25.374483,22.401863,2,Lodgepole Pine,0,0
-38.052334,-9.758595,1,Spruce/Fir,1,1
-24.077038,33.113358,7,Krummholz,1,1
-31.616299,49.26032,2,Lodgepole Pine,1,1
-20.440985,-12.380352,2,Lodgepole Pine,1,0
50.306763,16.18651,1,Spruce/Fir,0,0
-44.16605,-44.503185,2,Lodgepole Pine,1,1
21.413633,25.191332,2,Lodgepole Pine,0,0
29.617714,-50.329132,1,Spruce/Fir,0,0
-38.18423,20.680977,1,Spruce/Fir,1,1
35.037785,47.59348,2,Lodgepole Pine,0,0
-42.083744,-15.073352,1,Spruce/Fir,1,1
25.918102,59.33422,2,Lodgepole Pine,0,0
-51.633347,6.740179,1,Spruce/Fir,1,1
-20.43336,-1.9063479,2,Lodgepole Pine,1,1
-8.471217,-40.339855,2,Lodgepole Pine,1,1
-25.398851,-4.2676153,1,Spruce/Fir,1,1
-14.548091,34.142853,1,Spruce/Fir,1,1
0.97061884,46.511402,2,Lodgepole Pine,1,1
29.745804,-27.1543,2,Lodgepole Pine,0,0
39.209194,-29.189852,2,Lodgepole Pine,0,0
-50.672787,-21.715387,2,Lodgepole Pine,1,1
9.07272,-1.344832,2,Lodgepole Pine,0,1
-27.184393,78.45835,3,Ponderosa Pine,1,1
45.89375,37.351906,1,Spruce/Fir,0,0
3.043629,32.120647,2,Lodgepole Pine,1,0
-36.233753,-20.402294,1,Spruce/Fir,1,1
-27.946085,53.96566,6,Douglas-fir,1,1
-2.7561934,-56.52511,1,Spruce/Fir,1,1
10.936302,30.67487,1,Spruce/Fir,1,0
-11.5864525,57.26891,2,Lodgepole Pine,1,1
56.64965,22.305756,2,Lodgepole Pine,0,0
13.100865,50.13379,2,Lodgepole Pine,0,0
-19.29008,53.473747,2,Lodgepole Pine,1,1
32.050335,12.490252,1,Spruce/Fir,0,0
-1.7003738,1.7886631,1,Spruce/Fir,1,1
-39.41267,15.475166,2,Lodgepole Pine,1,0
29.954277,35.541046,2,Lodgepole Pine,0,0
20.980715,56.904526,3,Ponderosa Pine,0,0
-53.10973,-24.474838,2,Lodgepole Pine,1,1
30.471375,53.350323,2,Lodgepole Pine,0,0
-37.663147,35.334633,1,Spruce/Fir,1,1
-24.307384,-24.573513,2,Lodgepole Pine,1,1
3.1002834,25.813885,2,Lodgepole Pine,1,0
-14.307552,-54.643764,1,Spruce/Fir,1,1
23.700283,14.922537,2,Lodgepole Pine,1,0
54.934776,23.446507,2,Lodgepole Pine,0,0
-47.99193,-47.85795,2,Lodgepole Pine,1,1
-21.688087,78.01347,6,Douglas-fir,1,1
0.2340636,47.389984,2,Lodgepole Pine,1,1
-42.778927,44.796944,2,Lodgepole Pine,1,1
-35.77026,12.985136,1,Spruce/Fir,1,0
35.170708,48.544487,2,Lodgepole Pine,0,0
-33.283092,31.343182,1,Spruce/Fir,1,1
-57.034634,-24.978872,2,Lodgepole Pine,1,1
-33.395603,-18.175743,1,Spruce/Fir,1,1
17.667831,55.66075,2,Lodgepole Pine,0,0
-11.110177,-57.277863,1,Spruce/Fir,1,1
-18.141335,-34.61985,2,Lodgepole Pine,1,1
65.06817,48.201973,6,Douglas-fir,0,0
7.2738495,16.926727,7,Krummholz,1,0
-34.198345,-17.043238,7,Krummholz,1,1
-27.120955,36.93003,1,Spruce/Fir,1,1
29.574162,-0.8303819,1,Spruce/Fir,0,0
-30.99374,21.136137,2,Lodgepole Pine,1,1
40.227234,37.639828,2,Lodgepole Pine,0,0
-18.837858,-36.70487,2,Lodgepole Pine,1,1
47.34499,39.705906,2,Lodgepole Pine,0,0
-9.012178,-78.229515,2,Lodgepole Pine,1,1
-2.7919104,-24.509527,1,Spruce/Fir,1,1
-32.410965,30.919716,1,Spruce/Fir,1,1
10.903027,16.025925,1,Spruce/Fir,0,0
13.208933,-59.276104,2,Lodgepole Pine,0,1
-19.120363,-20.607904,2,Lodgepole Pine,1,1
18.554945,-55.626137,2,Lodgepole Pine,1,0
-33.838943,-26.50926,2,Lodgepole Pine,1,1
-21.16325,5.6849723,2,Lodgepole Pine,1,1
-31.459963,-75.147934,5,Aspen,1,1
38.664433,48.488045,1,Spruce/Fir,0,0
11.783055,10.424669,7,Krummholz,0,0
41.745705,25.896212,2,Lodgepole Pine,0,0
55.67716,18.070318,2,Lodgepole Pine,0,0
-6.4658084,21.49402,7,Krummholz,1,1
-34.938816,-73.99012,2,Lodgepole Pine,1,1
58.92745,9.193362,1,Spruce/Fir,0,0
-42.52078,32.206768,2,Lodgepole Pine,1,1
-50.631176,-32.951836,2,Lodgepole Pine,1,1
60.45295,47.912197,6,Douglas-fir,0,0
27.283188,-64.42651,2,Lodgepole Pine,0,0
-0.033971824,-57.74098,2,Lodgepole Pine,1,0
35.43632,44.27315,1,Spruce/Fir,0,0
-6.68892,38.650936,2,Lodgepole Pine,1,1
-31.366602,-76.19898,2,Lodgepole Pine,1,1
56.21886,5.40382,1,Spruce/Fir,0,0
41.373005,3.7480705,1,Spruce/Fir,0,0
-47.499958,-38.91298,1,Spruce/Fir,1,0
-5.4493823,-58.840218,2,Lodgepole Pine,1,1
25.342617,-60.032185,1,Spruce/Fir,0,0
-21.251108,-80.20831,2,Lodgepole Pine,1,1
50.594353,-0.23936135,1,Spruce/Fir,0,0
-22.762388,-18.047459,1,Spruce/Fir,1,1
59.44956,10.863801,2,Lodgepole Pine,0,0
-27.977966,4.265854,1,Spruce/Fir,1,1
-24.235394,17.715921,1,Spruce/Fir,1,1
-6.406472,-44.421326,2,Lodgepole Pine,1,1
14.74569,-63.99586,2,Lodgepole Pine,0,0
23.459324,-2.273715,2,Lodgepole Pine,1,0
-31.433195,51.047794,6,Douglas-fir,1,1
68.72415,42.351223,3,Ponderosa Pine,0,0
40.129787,-39.828033,1,Spruce/Fir,0,0
-23.78782,29.719797,1,Spruce/Fir,1,1
6.644202,-2.733555,1,Spruce/Fir,0,1
51.24772,36.279236,6,Douglas-fir,0,0
29.780872,-1.8637319,2,Lodgepole Pine,0,0
-49.871815,-11.775321,2,Lodgepole Pine,1,1
-23.844984,5.354857,1,Spruce/Fir,1,1
2.6050737,-44.019962,2,Lodgepole Pine,1,1
-19.69452,-68.88788,1,Spruce/Fir,1,1
-45.017963,39.75956,5,Aspen,1,1
20.972193,57.043377,3,Ponderosa Pine,0,0
30.474415,-2.4270635,2,Lodgepole Pine,0,0
31.37699,-46.288517,2,Lodgepole Pine,0,0
-43.303085,-12.985547,2,Lodgepole Pine,1,1
48.565086,-38.908257,2,Lodgepole Pine,0,0
47.55725,37.32485,2,Lodgepole Pine,0,0
-10.22663,-14.731285,1,Spruce/Fir,1,1
-3.2316265,28.635416,1,Spruce/Fir,1,1
-46.971016,32.79821,1,Spruce/Fir,1,1
-29.367956,39.89063,2,Lodgepole Pine,1,1
-28.432594,44.20974,2,Lodgepole Pine,1,1
28.517143,-28.481756,2,Lodgepole Pine,0,0
1.2875645,32.279713,2,Lodgepole Pine,1,1
56.07315,26.288118,6,Douglas-fir,0,0
50.391014,-1.7754941,2,Lodgepole Pine,0,0
29.767254,-49.656235,1,Spruce/Fir,0,0
-17.066568,-81.70594,2,Lodgepole Pine,1,1
-28.335361,73.97206,3,Ponderosa Pine,1,1
-55.12131,27.676542,1,Spruce/Fir,1,1
-28.05798,57.42997,2,Lodgepole Pine,1,1
-2.1276307,29.952082,1,Spruce/Fir,1,1
-46.765408,27.144054,1,Spruce/Fir,1,1
-15.044526,-83.64666,1,Spruce/Fir,1,1
16.675474,7.1504493,2,Lodgepole Pine,0,0
-34.599518,57.46585,3,Ponderosa Pine,1,1
-24.824026,37.977283,1,Spruce/Fir,1,1
-19.064388,46.757164,3,Ponderosa Pine,1,1
-9.215493,-45.50333,2,Lodgepole Pine,1,1
7.540229,30.886433,1,Spruce/Fir,1,0
-52.137077,38.407974,2,Lodgepole Pine,1,1
22.635927,26.444765,1,Spruce/Fir,0,0
-35.19418,-33.248596,2,Lodgepole Pine,1,1
-49.403908,30.99116,2,Lodgepole Pine,1,1
21.04374,-40.18124,2,Lodgepole Pine,0,0
-32.668205,28.128735,1,Spruce/Fir,1,1
55.932926,-28.021286,1,Spruce/Fir,0,0
-43.343822,-33.26558,2,Lodgepole Pine,1,1
-28.814213,44.008507,2,Lodgepole Pine,1,1
-37.311363,12.687632,1,Spruce/Fir,1,0
